location,customer_type,preferred_language,make,model,year_of_purchase,age_of_vehicle,fuel_type,transmission,odometer_reading,warranty_status,insurance_status,last_service_type,service_center,number_of_services,last_service_kms,avg_kms_per_month,next_service_due_kms,next_service_due_days,AMC_status,pending_service,response,follow_up_required,telecaller_name,service_booked,call_duration_sec,remark,eligible_offer_code,offer_description,offer_valid_till,sent_sms,sms_delivered,sms_clicked,sent_Whats,Whats_delivered,Whats_clicked,sent_email,clicked_email,email_opened,last_service_cost,feedback_score,pickup_drop_required,customer_feedback,days_since_last_service,days_until_next_service,days_since_follow_up,days_since_feedback,days_since_last_call,alert_due
T Nagar,Corporate,English,Toyota,Yaris,2018,7,Electric,Manual,104841,Expired,Expired,Major,T Nagar,8,100459,1233,110459,180,Yes,No,Positive,No,Matthew,Yes,70,Booked,OFF889,15% OFF AMC,04-08-2025,No,No,No,No,No,No,No,No,No,12307,3,No,Smooth Process,373,-193,0.0,369,42,True
Anna Nagar,Fleet,Hindi,Maruti,Baleno,2020,5,Diesel,Manual,49378,Expired,Expired,Minor,Anna Nagar,6,47651,809,57651,180,No,No,No Response,No,Christopher,No,154,Not interested,OFF485,15% OFF AMC,02-08-2025,No,No,No,No,No,No,No,No,No,14011,2,No,Smooth Process,48,103,0.0,46,38,False
Velachery,Retail,English,Toyota,Yaris,2019,6,Diesel,Automatic,97404,Expired,Active,Major,Velachery,9,95757,1334,105757,180,Yes,No,No Response,No,Sarah,No,247,Not interested,OFF567,15% OFF AMC,31-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,13364,4,No,Unresponsive,369,-189,0.0,571,14,True
Anna Nagar,Retail,Hindi,Maruti,Dzire,2021,4,Diesel,Manual,74852,Expired,Expired,Major,Anna Nagar,1,73192,1528,83192,180,No,Yes,Denied,No,Justin,No,254,Call back later,OFF619,Free Wash,20-07-2025,No,No,No,No,No,No,No,No,No,7114,3,Yes,Smooth Process,322,120,0.0,319,14,False
OMR,Fleet,English,Hyundai,Creta,2022,3,Diesel,Manual,36027,Active,Active,Minor,OMR,7,34752,974,44752,180,No,Yes,Busy,Yes,Scott,No,164,Already serviced,OFF746,Free Wash,06-08-2025,No,No,No,No,No,No,No,No,No,14443,5,Yes,Poor Service,95,85,18.0,177,-67,False
Anna Nagar,Corporate,Hindi,Ford,Figo,2022,3,Diesel,Manual,75382,Active,Active,Minor,Anna Nagar,10,72404,2037,82404,239,Yes,Yes,Busy,Yes,Robert,No,194,Already serviced,OFF528,Free Wash,15-08-2025,No,No,No,No,No,No,No,No,No,7217,4,No,Poor Service,234,5,175.0,290,34,True
OMR,Fleet,Tamil,Hyundai,Creta,2018,7,Electric,Automatic,98829,Expired,Active,Major,OMR,1,94423,1163,104423,180,Yes,Yes,Denied,Yes,James,No,83,Already serviced,OFF459,Free Wash,02-08-2025,No,No,No,No,No,No,No,No,No,9876,1,No,Smooth Process,378,-198,19.0,374,-6,True
Anna Nagar,Fleet,Tamil,Maruti,Dzire,2021,4,Petrol,Automatic,116298,Expired,Expired,Minor,Anna Nagar,7,114918,2373,124918,210,Yes,No,Denied,Yes,Tom,No,109,Already serviced,OFF639,10% OFF Labour,12-08-2025,No,No,No,No,No,No,No,No,No,6281,3,No,Satisfied,327,-29,116.0,266,34,True
Velachery,Retail,English,Ford,Aspire,2020,5,Electric,Manual,66814,Expired,Expired,Major,Velachery,2,61844,1095,71844,123,Yes,No,Busy,No,Susan,No,106,Not interested,OFF738,Free Wash,03-08-2025,No,No,No,No,No,No,No,No,No,14023,5,No,Smooth Process,210,-175,0.0,151,42,True
Velachery,Fleet,English,Toyota,Innova,2018,7,Electric,Automatic,105158,Expired,Active,Minor,Velachery,1,101528,1237,111528,180,No,Yes,Positive,Yes,Rodney,Yes,234,Already serviced,OFF408,Engine Oil Discount,30-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,13280,3,Yes,Unresponsive,257,-77,13.0,256,17,True
T Nagar,Corporate,Hindi,Hyundai,i10,2018,7,Electric,Automatic,24541,Expired,Expired,Major,T Nagar,9,22748,289,32748,180,Yes,Yes,Busy,Yes,Eric,No,162,Call back later,OFF635,15% OFF AMC,30-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7495,3,No,Poor Service,46,120,-67.0,45,-6,False
T Nagar,Fleet,Tamil,Toyota,Innova,2017,8,Electric,Automatic,32185,Expired,Active,Major,T Nagar,9,28557,332,38557,151,Yes,Yes,Positive,Yes,Brittany,Yes,33,Already serviced,OFF240,Free Wash,06-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,12295,2,No,Unresponsive,325,33,206.0,292,38,False
OMR,Corporate,Tamil,Toyota,Etios,2016,9,Electric,Manual,80432,Expired,Active,Minor,OMR,8,77323,738,87323,209,Yes,Yes,Busy,No,Jordan,No,196,Already serviced,OFF303,15% OFF AMC,24-07-2025,Yes,No,No,Yes,No,No,Yes,No,Yes,14515,5,No,Average,89,91,0.0,-3,14,False
Velachery,Fleet,Tamil,Honda,City,2022,3,Petrol,Automatic,72737,Active,Expired,Minor,Velachery,6,69262,1966,79262,180,Yes,Yes,Denied,Yes,Erin,No,66,Not interested,OFF645,Engine Oil Discount,26-07-2025,No,No,No,No,No,No,No,No,No,11872,4,Yes,Unresponsive,231,97,11.0,228,14,False
OMR,Fleet,English,Hyundai,i20,2016,9,Electric,Manual,106658,Expired,Active,Major,OMR,4,104852,979,114852,180,Yes,No,No Response,Yes,Eric,No,79,Booked,OFF591,Engine Oil Discount,21-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,9779,1,Yes,Smooth Process,251,-71,14.0,248,-128,True
T Nagar,Retail,English,Hyundai,i20,2019,6,Electric,Automatic,106191,Expired,Active,Minor,T Nagar,9,101473,1455,111473,180,No,No,Busy,Yes,Tina,No,65,Call back later,OFF291,15% OFF AMC,16-08-2025,No,No,No,No,No,No,Yes,Yes,Yes,8365,4,No,Smooth Process,253,-73,15.0,251,18,True
OMR,Fleet,English,Ford,EcoSport,2021,4,Petrol,Automatic,21232,Expired,Expired,Minor,OMR,2,19135,433,29135,298,Yes,No,Busy,No,Casey,No,192,Not interested,OFF209,10% OFF Labour,10-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,11131,4,Yes,Poor Service,362,-182,0.0,301,-6,True
T Nagar,Fleet,English,Toyota,Etios,2016,9,Diesel,Manual,88830,Expired,Expired,Major,T Nagar,10,87743,815,97743,180,No,Yes,Positive,No,Samuel,Yes,175,Call back later,OFF961,Engine Oil Discount,21-07-2025,Yes,No,No,Yes,No,No,Yes,No,Yes,9948,3,Yes,Delayed Pickup,102,78,0.0,99,42,False
Velachery,Retail,English,Ford,Figo,2019,6,Petrol,Manual,52291,Expired,Active,Major,Velachery,2,50265,716,60265,121,Yes,No,Busy,No,Stacy,No,77,Call back later,OFF706,Free Wash,27-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,4163,4,No,Delayed Pickup,356,-60,0.0,234,16,True
Velachery,Fleet,Hindi,Ford,Aspire,2020,5,Diesel,Manual,29321,Expired,Expired,Major,Velachery,5,26811,481,36811,239,Yes,Yes,Positive,Yes,Douglas,Yes,57,Already serviced,OFF452,Free Wash,14-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,13403,5,Yes,Delayed Pickup,265,4,16.0,320,-98,True
Anna Nagar,Corporate,Tamil,Hyundai,i10,2015,10,Electric,Manual,101946,Expired,Active,Minor,Anna Nagar,6,98804,843,108804,180,No,Yes,No Response,Yes,Douglas,No,167,Booked,OFF889,10% OFF Labour,27-07-2025,No,No,No,No,No,No,No,No,No,11050,3,No,Smooth Process,158,22,15.0,157,-98,False
OMR,Retail,Tamil,Toyota,Etios,2022,3,Petrol,Manual,96240,Active,Expired,Major,OMR,2,91614,2601,101614,180,Yes,No,No Response,No,Nathaniel,No,82,Call back later,OFF357,10% OFF Labour,22-07-2025,No,No,No,No,No,No,No,No,No,12338,3,No,Smooth Process,159,21,0.0,157,55,False
T Nagar,Fleet,Hindi,Toyota,Innova,2019,6,Electric,Automatic,77760,Expired,Expired,Major,T Nagar,6,73742,1065,83742,121,No,Yes,Denied,Yes,Marie,No,106,Booked,OFF335,Free Wash,28-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,13474,1,No,Smooth Process,149,-204,15.0,88,17,True
OMR,Retail,Tamil,Toyota,Yaris,2018,7,Petrol,Automatic,66917,Expired,Active,Minor,OMR,7,65736,787,75736,-25,Yes,No,Positive,No,Andrew,Yes,231,Already serviced,OFF929,10% OFF Labour,01-08-2025,No,No,No,No,No,No,No,No,No,10578,4,No,Smooth Process,205,-25,0.0,174,-67,True
T Nagar,Retail,English,Ford,Aspire,2021,4,Electric,Manual,83098,Expired,Expired,Minor,T Nagar,5,80298,1696,90298,180,No,No,No Response,No,Kelly,No,115,Already serviced,OFF401,10% OFF Labour,22-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,8181,4,No,Unresponsive,93,87,0.0,208,42,False
Velachery,Fleet,English,Ford,Figo,2022,3,Electric,Manual,34931,Active,Expired,Major,Velachery,6,33345,944,43345,180,Yes,Yes,Busy,Yes,Jack,No,228,Booked,OFF104,15% OFF AMC,05-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,12016,1,No,Satisfied,151,29,175.0,59,34,False
OMR,Corporate,English,Ford,Aspire,2015,10,Electric,Automatic,32089,Expired,Active,Minor,OMR,6,27651,265,37651,239,Yes,No,Positive,No,Lisa,Yes,283,Already serviced,OFF274,15% OFF AMC,16-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,7776,2,No,Average,58,-201,0.0,-64,206,True
OMR,Corporate,English,Maruti,Dzire,2018,7,Petrol,Manual,50812,Expired,Expired,Major,OMR,3,49694,598,59694,358,No,Yes,Positive,No,Caroline,Yes,57,Booked,OFF536,Engine Oil Discount,03-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,12124,3,Yes,Smooth Process,269,-118,0.0,443,-98,True
OMR,Corporate,English,Honda,Amaze,2019,6,Petrol,Automatic,46073,Expired,Expired,Minor,OMR,10,44358,631,54358,180,Yes,No,No Response,Yes,Alejandra,No,150,Already serviced,OFF285,10% OFF Labour,16-08-2025,No,No,No,No,No,No,Yes,Yes,Yes,4474,3,No,Delayed Pickup,185,-5,35.0,182,38,True
Velachery,Retail,Hindi,Maruti,Baleno,2017,8,Diesel,Automatic,65067,Expired,Expired,Minor,Velachery,4,63810,671,73810,180,Yes,Yes,No Response,No,Nicole,No,205,Not interested,OFF597,Engine Oil Discount,23-07-2025,No,No,No,No,No,No,No,No,No,6870,1,No,Delayed Pickup,78,102,0.0,76,34,False
T Nagar,Corporate,Tamil,Maruti,Dzire,2015,10,Diesel,Manual,96005,Expired,Expired,Major,T Nagar,4,91470,793,101470,180,Yes,No,No Response,Yes,John,No,66,Already serviced,OFF194,Engine Oil Discount,20-07-2025,No,No,No,No,No,No,Yes,No,Yes,10437,4,No,Satisfied,94,86,55.0,177,32,False
Velachery,Corporate,English,Toyota,Etios,2021,4,Petrol,Automatic,45197,Expired,Expired,Major,Velachery,9,41830,922,51830,180,Yes,No,No Response,Yes,Mikayla,No,80,Already serviced,OFF116,10% OFF Labour,04-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,4845,3,No,Unresponsive,74,106,147.0,70,175,False
OMR,Retail,Hindi,Ford,Figo,2019,6,Petrol,Automatic,39083,Expired,Active,Major,OMR,5,34319,535,44319,180,Yes,Yes,Positive,No,Michael,Yes,212,Call back later,OFF241,15% OFF AMC,04-08-2025,No,No,No,No,No,No,Yes,No,Yes,5456,4,No,Average,358,-121,0.0,297,39,True
Anna Nagar,Retail,English,Hyundai,i20,2016,9,Electric,Manual,43901,Expired,Expired,Major,Anna Nagar,7,41128,403,51128,416,No,Yes,Denied,Yes,Jacqueline,No,33,Booked,OFF874,10% OFF Labour,08-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,13107,4,Yes,Poor Service,240,-176,16.0,474,-98,True
OMR,Retail,English,Honda,Jazz,2016,9,Petrol,Manual,88562,Expired,Active,Minor,OMR,10,87030,813,97030,180,No,Yes,Positive,Yes,Courtney,Yes,180,Already serviced,OFF776,10% OFF Labour,23-07-2025,No,No,No,No,No,No,No,No,No,3843,3,Yes,Unresponsive,163,17,11.0,161,14,False
Anna Nagar,Retail,Hindi,Toyota,Yaris,2022,3,Petrol,Automatic,94320,Active,Expired,Major,Anna Nagar,7,92709,2549,102709,91,No,No,Busy,No,Gary,No,153,Call back later,OFF407,Free Wash,02-08-2025,No,No,No,No,No,No,Yes,No,Yes,5469,1,Yes,Smooth Process,148,-173,0.0,87,17,True
OMR,Fleet,Tamil,Ford,EcoSport,2017,8,Petrol,Automatic,75546,Expired,Active,Minor,OMR,3,71624,779,81624,64,No,No,Denied,Yes,John,No,293,Call back later,OFF435,15% OFF AMC,13-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,8666,2,No,Unresponsive,176,-85,206.0,148,36,True
Velachery,Corporate,Tamil,Maruti,Swift,2016,9,Petrol,Manual,75410,Expired,Expired,Minor,Velachery,5,71527,692,81527,5,No,Yes,No Response,No,Shawn,No,132,Booked,OFF238,10% OFF Labour,12-08-2025,No,No,No,No,No,No,Yes,Yes,Yes,11581,4,Yes,Smooth Process,206,-55,0.0,147,41,True
Velachery,Corporate,Hindi,Hyundai,i20,2018,7,Diesel,Manual,53288,Expired,Active,Major,Velachery,2,50095,627,60095,180,Yes,Yes,No Response,No,Shawn,No,50,Booked,OFF292,Free Wash,11-08-2025,No,No,No,No,No,No,Yes,Yes,Yes,10379,3,No,Poor Service,110,70,0.0,106,55,False
Velachery,Fleet,Tamil,Toyota,Innova,2019,6,Diesel,Manual,33536,Expired,Expired,Minor,Velachery,2,31066,459,41066,180,Yes,No,Positive,No,Joyce,Yes,146,Booked,OFF221,10% OFF Labour,30-07-2025,No,No,No,No,No,No,Yes,No,Yes,7268,3,No,Satisfied,138,120,0.0,134,41,False
Velachery,Fleet,Hindi,Maruti,Dzire,2022,3,Diesel,Manual,88385,Active,Active,Major,Velachery,10,86360,2389,96360,180,Yes,Yes,Busy,Yes,Joshua,No,167,Booked,OFF881,Free Wash,15-08-2025,No,No,No,No,No,No,No,No,No,10451,3,Yes,Delayed Pickup,371,-191,17.0,370,-6,True
OMR,Fleet,Hindi,Ford,Figo,2015,10,Petrol,Manual,100739,Expired,Expired,Major,OMR,2,96936,833,106936,386,No,Yes,Busy,No,Jean,No,38,Call back later,OFF701,Free Wash,19-07-2025,No,No,No,No,No,No,Yes,No,Yes,6732,3,No,Poor Service,333,-210,0.0,242,43,True
Anna Nagar,Corporate,Tamil,Honda,Amaze,2018,7,Petrol,Automatic,56482,Expired,Active,Major,Anna Nagar,7,51522,664,61522,32,Yes,No,No Response,No,Kimberly,No,118,Already serviced,OFF795,15% OFF AMC,14-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,6653,3,Yes,Poor Service,146,-114,0.0,115,42,True
T Nagar,Retail,Hindi,Maruti,Baleno,2015,10,Petrol,Automatic,57109,Expired,Active,Minor,T Nagar,7,53493,472,63493,-27,Yes,No,Denied,Yes,Donald,No,208,Not interested,OFF500,Engine Oil Discount,22-07-2025,No,No,No,No,No,No,No,No,No,10394,2,No,Smooth Process,112,9,39.0,82,42,False
OMR,Fleet,English,Honda,Jazz,2018,7,Electric,Manual,112404,Expired,Expired,Minor,OMR,2,109199,1322,119199,121,No,Yes,Denied,Yes,Robert,No,192,Booked,OFF782,15% OFF AMC,02-08-2025,No,No,No,No,No,No,Yes,Yes,Yes,10792,4,No,Smooth Process,324,63,11.0,261,15,False
Anna Nagar,Retail,English,Honda,City,2017,8,Diesel,Manual,54993,Expired,Active,Major,Anna Nagar,8,53900,567,63900,150,No,Yes,Busy,Yes,Matthew,No,297,Not interested,OFF661,Engine Oil Discount,09-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,8088,1,No,Satisfied,211,-206,55.0,180,206,True
Anna Nagar,Corporate,Hindi,Maruti,Dzire,2018,7,Electric,Automatic,102639,Expired,Expired,Minor,Anna Nagar,6,98369,1208,108369,34,No,No,No Response,No,Shelly,No,296,Call back later,OFF412,10% OFF Labour,14-08-2025,No,No,No,No,No,No,No,No,No,3430,2,No,Smooth Process,207,-86,0.0,176,147,True
Velachery,Fleet,English,Toyota,Yaris,2022,3,Electric,Automatic,65183,Active,Expired,Major,Velachery,3,64039,1762,74039,357,No,No,Positive,No,Joseph,Yes,116,Booked,OFF772,15% OFF AMC,20-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,14263,1,Yes,Delayed Pickup,301,-178,0.0,270,36,True
Velachery,Retail,Tamil,Maruti,Swift,2018,7,Petrol,Manual,10183,Expired,Expired,Major,Velachery,2,5307,120,15307,180,No,Yes,Denied,No,Mckenzie,No,196,Booked,OFF740,10% OFF Labour,20-07-2025,No,No,No,No,No,No,Yes,Yes,No,14138,2,Yes,Satisfied,256,-76,0.0,252,34,True
Anna Nagar,Corporate,Tamil,Honda,Jazz,2022,3,Diesel,Manual,34586,Active,Expired,Major,Anna Nagar,1,32753,935,42753,180,No,Yes,No Response,No,Thomas,No,278,Booked,OFF129,Free Wash,15-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,7625,4,No,Poor Service,337,-157,0.0,336,32,True
Anna Nagar,Fleet,Hindi,Hyundai,i10,2020,5,Electric,Automatic,34881,Expired,Active,Major,Anna Nagar,8,30281,572,40281,237,No,No,Positive,Yes,Jennifer,Yes,288,Already serviced,OFF346,Free Wash,02-08-2025,No,No,No,No,No,No,Yes,No,Yes,4252,3,No,Unresponsive,153,27,11.0,92,15,False
Velachery,Retail,English,Honda,Jazz,2018,7,Electric,Manual,16880,Expired,Active,Major,Velachery,8,15469,199,25469,180,Yes,Yes,Busy,No,Michael,No,273,Already serviced,OFF766,Free Wash,30-07-2025,No,No,No,No,No,No,No,No,No,14217,4,No,Delayed Pickup,76,104,0.0,74,40,False
T Nagar,Corporate,Hindi,Hyundai,i10,2018,7,Electric,Automatic,24541,Expired,Expired,Major,T Nagar,9,22748,289,32748,180,Yes,Yes,Busy,Yes,Eric,No,162,Call back later,OFF635,15% OFF AMC,30-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4481,5,No,Unresponsive,46,120,-67.0,42,-6,False
T Nagar,Retail,Tamil,Toyota,Yaris,2020,5,Electric,Automatic,98587,Expired,Expired,Major,T Nagar,4,96445,1616,106445,180,No,Yes,No Response,No,Christopher,No,136,Already serviced,OFF424,Engine Oil Discount,02-08-2025,No,No,No,No,No,No,No,No,No,5518,4,No,Poor Service,123,57,0.0,209,25,False
T Nagar,Corporate,Hindi,Ford,Figo,2018,7,Diesel,Automatic,67345,Expired,Expired,Minor,T Nagar,3,64568,792,74568,-57,Yes,Yes,Positive,Yes,Michele,Yes,47,Call back later,OFF105,15% OFF AMC,01-08-2025,No,No,No,No,No,No,Yes,No,Yes,11388,3,Yes,Average,143,-23,-98.0,21,-37,True
Anna Nagar,Fleet,Hindi,Honda,City,2017,8,Electric,Manual,62028,Expired,Expired,Minor,Anna Nagar,6,60764,639,70764,239,No,No,Denied,Yes,Heidi,No,273,Booked,OFF385,Engine Oil Discount,31-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,9138,3,No,Poor Service,265,4,25.0,322,206,True
T Nagar,Fleet,Hindi,Maruti,Baleno,2017,8,Electric,Manual,23113,Expired,Expired,Minor,T Nagar,6,20123,238,30123,180,No,No,No Response,Yes,Alice,No,216,Not interested,OFF538,Free Wash,03-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,3244,4,Yes,Unresponsive,358,-121,-6.0,266,147,True
Anna Nagar,Corporate,Tamil,Honda,Jazz,2015,10,Electric,Manual,57460,Expired,Active,Minor,Anna Nagar,4,55272,475,65272,180,Yes,No,No Response,No,Maurice,No,140,Call back later,OFF113,10% OFF Labour,04-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,8555,4,No,Smooth Process,119,-203,0.0,89,16,True
T Nagar,Retail,Tamil,Ford,Figo,2021,4,Diesel,Automatic,94540,Expired,Active,Minor,T Nagar,3,89906,1929,99906,180,Yes,Yes,Busy,No,Anthony,No,179,Already serviced,OFF730,Engine Oil Discount,21-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8174,5,No,Delayed Pickup,255,-75,0.0,253,41,True
Velachery,Retail,Tamil,Hyundai,i10,2018,7,Electric,Automatic,116974,Expired,Active,Minor,Velachery,1,115521,1376,125521,151,Yes,No,Positive,No,Eric,Yes,198,Already serviced,OFF376,Free Wash,25-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,6011,2,No,Poor Service,118,-172,0.0,-4,147,True
OMR,Corporate,Hindi,Maruti,Baleno,2019,6,Electric,Manual,114802,Expired,Expired,Major,OMR,8,110115,1573,120115,180,Yes,Yes,Positive,No,Madison,Yes,42,Already serviced,OFF732,Free Wash,26-07-2025,No,No,No,No,No,No,No,No,No,13286,1,No,Satisfied,95,85,0.0,177,-37,False
Velachery,Corporate,English,Hyundai,Creta,2019,6,Diesel,Manual,21406,Expired,Expired,Major,Velachery,5,18278,293,28278,180,No,Yes,Denied,Yes,Elijah,No,106,Call back later,OFF680,10% OFF Labour,15-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9218,5,No,Unresponsive,110,70,11.0,106,15,False
T Nagar,Corporate,Hindi,Toyota,Etios,2015,10,Electric,Automatic,117100,Expired,Active,Major,T Nagar,8,115810,968,125810,121,Yes,No,Positive,Yes,John,Yes,190,Not interested,OFF406,Free Wash,10-08-2025,No,No,No,No,No,No,Yes,Yes,Yes,4016,1,Yes,Unresponsive,54,-81,40.0,24,41,True
Velachery,Corporate,English,Toyota,Yaris,2016,9,Diesel,Manual,24435,Expired,Active,Minor,Velachery,6,23123,224,33123,180,No,Yes,No Response,Yes,Michelle,No,107,Call back later,OFF538,15% OFF AMC,22-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,12329,5,Yes,Unresponsive,62,118,147.0,117,175,False
T Nagar,Fleet,Hindi,Hyundai,Creta,2019,6,Petrol,Automatic,71780,Expired,Expired,Major,T Nagar,8,69044,983,79044,180,Yes,No,No Response,No,Jennifer,No,235,Not interested,OFF561,Free Wash,01-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10518,3,No,Unresponsive,106,74,0.0,104,116,False
Velachery,Retail,English,Ford,Aspire,2019,6,Electric,Manual,12779,Expired,Active,Minor,Velachery,2,9684,175,19684,387,No,Yes,Positive,Yes,Mary,Yes,146,Already serviced,OFF494,Free Wash,07-08-2025,No,No,No,No,No,No,No,No,No,3245,5,Yes,Smooth Process,302,-209,35.0,271,36,True
Anna Nagar,Fleet,Hindi,Toyota,Etios,2022,3,Petrol,Automatic,56729,Active,Expired,Major,Anna Nagar,2,52265,1533,62265,180,Yes,Yes,No Response,Yes,Kathleen,No,175,Call back later,OFF954,Free Wash,08-08-2025,No,No,No,No,No,No,Yes,No,Yes,5963,4,No,Poor Service,192,-12,41.0,189,43,True
OMR,Corporate,Tamil,Maruti,Swift,2016,9,Diesel,Automatic,88879,Expired,Active,Minor,OMR,9,86741,815,96741,180,Yes,No,Denied,No,Becky,No,193,Call back later,OFF301,10% OFF Labour,10-08-2025,No,No,No,No,No,No,No,No,No,3819,4,No,Delayed Pickup,368,-188,0.0,367,33,True
Anna Nagar,Fleet,Tamil,Honda,City,2018,7,Petrol,Automatic,108292,Expired,Active,Major,Anna Nagar,3,103941,1274,113941,210,No,Yes,Positive,Yes,Jackie,Yes,242,Booked,OFF115,Free Wash,31-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,10816,3,No,Satisfied,359,-152,86.0,237,32,True
OMR,Fleet,Tamil,Hyundai,i10,2017,8,Diesel,Automatic,65194,Expired,Expired,Major,OMR,6,63164,672,73164,180,Yes,No,Busy,No,Ashley,No,84,Call back later,OFF411,10% OFF Labour,09-08-2025,No,No,No,No,No,No,No,No,No,13245,5,No,Delayed Pickup,350,120,0.0,347,15,False
Velachery,Fleet,English,Toyota,Innova,2016,9,Diesel,Manual,116192,Expired,Active,Minor,Velachery,2,112419,1066,122419,180,Yes,Yes,Busy,Yes,Stacey,No,248,Already serviced,OFF337,Engine Oil Discount,15-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,4239,2,Yes,Poor Service,106,74,-37.0,102,55,False
T Nagar,Fleet,Tamil,Honda,Jazz,2022,3,Diesel,Automatic,89408,Active,Active,Major,T Nagar,6,85997,2416,95997,-84,No,No,Positive,Yes,Amy,Yes,111,Call back later,OFF198,10% OFF Labour,24-07-2025,No,No,No,No,No,No,No,No,No,3306,3,No,Satisfied,203,37,175.0,113,206,False
Velachery,Fleet,Hindi,Toyota,Yaris,2018,7,Electric,Manual,106590,Expired,Active,Minor,Velachery,9,101843,1254,111843,180,No,No,No Response,Yes,Lori,No,129,Already serviced,OFF513,10% OFF Labour,29-07-2025,No,No,No,No,No,No,Yes,No,No,5599,2,No,Poor Service,139,100,11.0,137,16,False
Anna Nagar,Corporate,Tamil,Honda,Amaze,2018,7,Petrol,Automatic,56482,Expired,Active,Major,Anna Nagar,7,51522,664,61522,32,Yes,No,No Response,No,Kimberly,No,118,Already serviced,OFF795,15% OFF AMC,14-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,13574,2,No,Poor Service,146,-114,0.0,115,42,True
Anna Nagar,Retail,Tamil,Ford,Aspire,2019,6,Petrol,Manual,104641,Expired,Expired,Major,Anna Nagar,7,101199,1433,111199,180,No,No,Positive,No,Robert,Yes,249,Call back later,OFF680,15% OFF AMC,17-08-2025,No,No,No,No,No,No,Yes,No,Yes,7529,4,No,Satisfied,88,-202,0.0,-35,33,True
Anna Nagar,Corporate,Tamil,Hyundai,i20,2019,6,Electric,Automatic,40671,Expired,Active,Major,Anna Nagar,4,38165,557,48165,3,No,No,No Response,No,Ryan,No,287,Already serviced,OFF265,Free Wash,31-07-2025,Yes,No,No,Yes,No,No,No,No,No,11489,4,No,Delayed Pickup,50,42,0.0,-42,38,False
OMR,Fleet,English,Maruti,Dzire,2019,6,Electric,Manual,20780,Expired,Expired,Major,OMR,7,18619,285,28619,180,No,No,Denied,Yes,Ryan,No,238,Not interested,OFF975,Engine Oil Discount,20-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8914,2,Yes,Average,369,-189,15.0,366,-128,True
T Nagar,Retail,English,Hyundai,Creta,2017,8,Electric,Manual,50295,Expired,Active,Minor,T Nagar,2,47555,519,57555,151,Yes,Yes,Positive,No,Michael,Yes,250,Booked,OFF301,10% OFF Labour,06-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,9329,3,No,Average,118,-172,0.0,27,38,True
T Nagar,Corporate,Hindi,Honda,Amaze,2022,3,Diesel,Automatic,73691,Active,Active,Major,T Nagar,10,72067,1992,82067,180,Yes,Yes,No Response,Yes,Stephanie,No,164,Call back later,OFF782,Engine Oil Discount,29-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,14259,2,No,Smooth Process,127,53,33.0,124,40,False
