location,customer_type,preferred_language,make,model,year_of_purchase,age_of_vehicle,fuel_type,transmission,odometer_reading,warranty_status,insurance_status,last_service_type,service_center,number_of_services,last_service_kms,avg_kms_per_month,next_service_due_kms,next_service_due_days,AMC_status,pending_service,response,follow_up_required,telecaller_name,service_booked,call_duration_sec,remark,eligible_offer_code,offer_description,offer_valid_till,sent_sms,sms_delivered,sms_clicked,sent_Whats,Whats_delivered,Whats_clicked,sent_email,clicked_email,email_opened,last_service_cost,feedback_score,pickup_drop_required,customer_feedback,days_since_last_service,days_until_next_service,days_since_follow_up,days_since_feedback,days_since_last_call,alert_due,feedback_sentiment,service_urgent,predicted_urgency,customer_segment,personalized_message,preferred_channels
Anna Nagar,Retail,Tamil,Hyundai,i20,2015,10,Diesel,Automatic,112769,Expired,Expired,Major,Anna Nagar,9,109058,932,119058,180,No,Yes,Busy,No,Mike,No,141,Booked,OFF693,10% OFF Labour,26-07-2025,No,No,No,No,No,No,Yes,No,Yes,11312,2,No,Delayed Pickup,351,34,0.0,348,30,False,0.0,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
T Nagar,Retail,Tamil,Maruti,Dzire,2022,3,Electric,Manual,59278,Active,Expired,Minor,T Nagar,9,56468,1602,66468,180,No,No,Denied,No,Jamie,No,248,Already serviced,OFF530,Engine Oil Discount,06-08-2025,No,No,No,No,No,No,Yes,Yes,No,4630,2,Yes,Average,222,-42,0.0,218,32,True,-0.15,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
T Nagar,Corporate,Tamil,Toyota,Yaris,2019,6,Petrol,Automatic,38930,Expired,Active,Minor,T Nagar,8,34128,533,44128,121,Yes,No,Positive,No,Stephanie,Yes,242,Not interested,OFF913,10% OFF Labour,24-07-2025,No,No,No,No,No,No,Yes,Yes,Yes,8566,2,Yes,Delayed Pickup,147,-202,0.0,116,31,True,0.0,1,1,Critical,"Dear Corporate Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 121 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
OMR,Retail,English,Honda,Amaze,2016,9,Diesel,Manual,119491,Expired,Active,Minor,OMR,8,116054,1096,126054,-143,Yes,Yes,Busy,No,Shawn,No,202,Already serviced,OFF432,10% OFF Labour,01-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,11673,4,Yes,Satisfied,199,100,0.0,79,-130,False,0.5,1,1,High Priority,"Dear Retail Customer,

Your vehicle needs servicing soon. Please book promptly for preferred slots.
Service is due in -143 days.

Best regards,
AutoMoto AI Service Team","['WhatsApp', 'Email']"
Anna Nagar,Retail,Hindi,Toyota,Yaris,2022,3,Petrol,Automatic,94320,Active,Expired,Major,Anna Nagar,7,92709,2549,102709,91,No,No,Busy,No,Gary,No,153,Call back later,OFF407,Free Wash,02-08-2025,No,No,No,No,No,No,Yes,No,Yes,3845,5,No,Unresponsive,146,-171,0.0,24,15,True,0.0,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 91 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Anna Nagar,Corporate,English,Honda,Amaze,2019,6,Diesel,Automatic,44701,Expired,Active,Minor,Anna Nagar,4,39921,612,49921,32,No,Yes,Denied,No,Christopher,No,59,Not interested,OFF106,Engine Oil Discount,31-07-2025,No,No,No,No,No,No,No,No,No,13778,5,Yes,Average,112,-50,0.0,-10,173,True,-0.15,1,1,High Priority,"Dear Corporate Customer,

Your vehicle needs servicing soon. Please book promptly for preferred slots.
Service is due in 32 days.

Best regards,
AutoMoto AI Service Team","['WhatsApp', 'Email']"
T Nagar,Retail,Hindi,Honda,Jazz,2020,5,Petrol,Automatic,83472,Expired,Expired,Major,T Nagar,3,79544,1368,89544,121,No,No,Busy,No,Katherine,No,70,Already serviced,OFF740,Free Wash,26-07-2025,No,No,No,No,No,No,No,No,No,8985,5,No,Unresponsive,84,-141,0.0,23,41,True,0.0,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 121 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Anna Nagar,Retail,Hindi,Maruti,Swift,2020,5,Petrol,Manual,80571,Expired,Expired,Minor,Anna Nagar,7,77245,1321,87245,386,No,No,Positive,No,Nicole,Yes,41,Not interested,OFF486,Engine Oil Discount,25-07-2025,No,No,No,No,No,No,Yes,Yes,No,14923,3,Yes,Poor Service,331,-208,0.0,240,34,True,-0.4,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 386 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
OMR,Retail,Hindi,Toyota,Yaris,2020,5,Electric,Manual,24156,Expired,Active,Minor,OMR,10,19923,396,29923,180,Yes,Yes,No Response,No,Andrea,No,245,Already serviced,OFF842,Engine Oil Discount,14-08-2025,Yes,No,No,Yes,No,No,Yes,No,No,6827,2,No,Average,229,99,0.0,228,-39,False,-0.15,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Anna Nagar,Fleet,English,Honda,City,2018,7,Electric,Automatic,109266,Expired,Active,Minor,Anna Nagar,2,104967,1285,114967,446,Yes,No,Positive,No,Alexander,Yes,71,Already serviced,OFF232,15% OFF AMC,11-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,14780,4,No,Poor Service,239,-205,0.0,501,37,True,-0.4,1,1,Critical,"Dear Fleet Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 446 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
T Nagar,Retail,English,Ford,Aspire,2021,4,Electric,Manual,83098,Expired,Expired,Minor,T Nagar,5,80298,1696,90298,180,No,No,No Response,No,Kelly,No,115,Already serviced,OFF401,10% OFF Labour,22-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,5052,4,No,Unresponsive,91,89,0.0,206,40,False,0.0,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
OMR,Corporate,Hindi,Ford,EcoSport,2022,3,Petrol,Manual,79758,Active,Expired,Minor,OMR,9,75800,2156,85800,180,No,No,Positive,No,Chad,Yes,121,Booked,OFF198,Free Wash,19-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5961,3,Yes,Delayed Pickup,130,50,0.0,129,13,False,0.0,1,1,Critical,"Dear Corporate Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
T Nagar,Retail,Tamil,Ford,Figo,2021,4,Diesel,Automatic,94540,Expired,Active,Minor,T Nagar,3,89906,1929,99906,180,Yes,Yes,Busy,No,Anthony,No,179,Already serviced,OFF730,Engine Oil Discount,21-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,14372,2,No,Satisfied,253,-73,0.0,249,39,True,0.5,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Velachery,Retail,Tamil,Ford,Figo,2021,4,Petrol,Automatic,93909,Expired,Active,Major,Velachery,5,92310,1917,102310,-54,Yes,No,Positive,Yes,Michelle,Yes,143,Already serviced,OFF207,10% OFF Labour,19-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,11633,2,No,Satisfied,170,40,8.0,111,12,False,0.5,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in -54 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Anna Nagar,Retail,Tamil,Hyundai,i20,2017,8,Electric,Automatic,80381,Expired,Expired,Major,Anna Nagar,1,75961,829,85961,180,No,No,Positive,Yes,Meghan,Yes,199,Not interested,OFF167,Free Wash,14-08-2025,No,No,No,No,No,No,Yes,No,Yes,7989,2,Yes,Average,139,41,11.0,137,16,False,-0.15,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Velachery,Retail,English,Toyota,Yaris,2021,4,Electric,Automatic,16967,Expired,Expired,Major,Velachery,2,15766,346,25766,180,No,No,Busy,No,Victoria,No,126,Already serviced,OFF280,15% OFF AMC,31-07-2025,No,No,No,No,No,No,No,No,No,12353,4,No,Delayed Pickup,139,41,0.0,137,-100,False,0.0,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Anna Nagar,Corporate,Hindi,Maruti,Baleno,2015,10,Petrol,Automatic,62640,Expired,Expired,Minor,Anna Nagar,8,61339,518,71339,180,Yes,No,Busy,Yes,Erica,No,170,Not interested,OFF490,15% OFF AMC,30-07-2025,No,No,No,No,No,No,No,No,No,3445,3,Yes,Poor Service,218,-38,-8.0,217,53,True,-0.4,1,1,Critical,"Dear Corporate Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Anna Nagar,Retail,English,Ford,Figo,2020,5,Diesel,Manual,49576,Expired,Expired,Minor,Anna Nagar,8,46881,813,56881,210,No,No,No Response,No,Marie,No,297,Not interested,OFF216,Free Wash,30-07-2025,No,No,No,No,No,No,No,No,No,6107,2,No,Smooth Process,118,62,0.0,-4,23,False,0.4,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 210 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
T Nagar,Retail,English,Maruti,Swift,2018,7,Diesel,Automatic,38080,Expired,Active,Major,T Nagar,8,33773,448,43773,180,No,Yes,Positive,Yes,Sara,Yes,250,Not interested,OFF533,Engine Oil Discount,10-08-2025,No,No,No,No,No,No,Yes,Yes,Yes,3297,2,No,Smooth Process,226,-46,23.0,223,204,True,0.4,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
OMR,Retail,Hindi,Hyundai,Creta,2021,4,Electric,Automatic,34057,Expired,Expired,Minor,OMR,8,32771,695,42771,180,Yes,Yes,Busy,Yes,Angela,No,76,Call back later,OFF706,Free Wash,03-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,4146,3,No,Unresponsive,222,-42,36.0,219,38,True,0.0,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
OMR,Corporate,Hindi,Ford,EcoSport,2021,4,Petrol,Manual,13312,Expired,Expired,Minor,OMR,1,11494,272,21494,180,No,Yes,No Response,No,Kimberly,No,104,Booked,OFF807,15% OFF AMC,22-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,10418,5,Yes,Delayed Pickup,356,-119,0.0,295,204,True,0.0,1,1,Critical,"Dear Corporate Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Anna Nagar,Corporate,Hindi,Toyota,Etios,2019,6,Petrol,Automatic,70925,Expired,Expired,Minor,Anna Nagar,1,68256,972,78256,180,Yes,Yes,No Response,Yes,Patty,No,94,Not interested,OFF681,Engine Oil Discount,27-07-2025,No,No,No,No,No,No,Yes,Yes,Yes,4634,4,No,Delayed Pickup,282,-102,53.0,281,114,True,0.0,1,1,Critical,"Dear Corporate Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
OMR,Corporate,English,Ford,Aspire,2020,5,Petrol,Automatic,107260,Expired,Active,Major,OMR,8,102487,1758,112487,180,Yes,No,Denied,No,Christina,No,243,Not interested,OFF217,Engine Oil Discount,09-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,4290,4,No,Poor Service,95,85,0.0,92,53,False,-0.4,1,1,Critical,"Dear Corporate Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
OMR,Corporate,Tamil,Ford,EcoSport,2020,5,Petrol,Automatic,108167,Expired,Active,Major,OMR,7,106964,1773,116964,180,Yes,Yes,Busy,Yes,Scott,No,135,Not interested,OFF767,Engine Oil Discount,30-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,6493,1,Yes,Poor Service,183,-3,204.0,182,35,True,-0.4,1,1,Critical,"Dear Corporate Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Velachery,Corporate,English,Toyota,Etios,2021,4,Petrol,Automatic,45197,Expired,Expired,Major,Velachery,9,41830,922,51830,180,Yes,No,No Response,Yes,Mikayla,No,80,Already serviced,OFF116,10% OFF Labour,04-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,10271,3,Yes,Delayed Pickup,72,108,145.0,71,173,False,0.0,1,1,Critical,"Dear Corporate Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Anna Nagar,Corporate,English,Hyundai,i10,2016,9,Electric,Manual,91123,Expired,Expired,Minor,Anna Nagar,4,88991,836,98991,180,Yes,Yes,Positive,Yes,Lisa,Yes,272,Already serviced,OFF280,Free Wash,05-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9868,4,Yes,Delayed Pickup,197,-17,8.0,195,14,True,0.0,1,1,Critical,"Dear Corporate Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
T Nagar,Corporate,Hindi,Honda,Amaze,2018,7,Electric,Automatic,37752,Expired,Expired,Minor,T Nagar,3,35848,444,45848,180,No,Yes,Positive,Yes,Jennifer,Yes,57,Already serviced,OFF760,10% OFF Labour,11-08-2025,No,No,No,No,No,No,Yes,No,No,9929,5,No,Poor Service,92,88,32.0,147,38,False,-0.4,1,1,Critical,"Dear Corporate Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
T Nagar,Corporate,Tamil,Honda,Jazz,2021,4,Diesel,Manual,103315,Expired,Active,Minor,T Nagar,8,99052,2108,109052,180,Yes,No,Denied,Yes,Elizabeth,No,89,Already serviced,OFF778,Free Wash,15-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,13403,2,No,Delayed Pickup,73,107,13.0,72,17,False,0.0,1,1,Critical,"Dear Corporate Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
OMR,Retail,Tamil,Hyundai,i10,2017,8,Diesel,Automatic,83005,Expired,Expired,Minor,OMR,2,80556,856,90556,180,Yes,No,Denied,Yes,Jesse,No,241,Already serviced,OFF897,10% OFF Labour,04-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,12040,5,No,Poor Service,218,-38,37.0,214,40,True,-0.4,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
T Nagar,Fleet,Hindi,Maruti,Baleno,2018,7,Petrol,Automatic,14282,Expired,Active,Minor,T Nagar,6,9839,168,19839,356,No,No,Busy,No,Miranda,No,153,Already serviced,OFF297,Engine Oil Discount,10-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,14454,2,Yes,Smooth Process,362,-182,0.0,331,36,True,0.4,1,1,Critical,"Dear Fleet Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 356 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Anna Nagar,Fleet,Hindi,Honda,Jazz,2021,4,Petrol,Automatic,59996,Expired,Expired,Minor,Anna Nagar,1,57918,1224,67918,239,No,No,No Response,Yes,Kenneth,No,167,Booked,OFF254,10% OFF Labour,06-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,4951,1,Yes,Satisfied,263,6,173.0,319,35,True,0.5,1,1,Critical,"Dear Fleet Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 239 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
T Nagar,Fleet,Tamil,Hyundai,Creta,2016,9,Electric,Automatic,68540,Expired,Active,Major,T Nagar,4,64701,629,74701,356,Yes,No,No Response,Yes,Sarah,No,30,Booked,OFF495,Engine Oil Discount,16-08-2025,No,No,No,No,No,No,Yes,Yes,Yes,5555,3,No,Poor Service,362,-182,173.0,270,34,True,-0.4,1,1,Critical,"Dear Fleet Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 356 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
T Nagar,Retail,English,Maruti,Swift,2018,7,Diesel,Automatic,38080,Expired,Active,Major,T Nagar,8,33773,448,43773,180,No,Yes,Positive,Yes,Sara,Yes,250,Not interested,OFF533,Engine Oil Discount,10-08-2025,No,No,No,No,No,No,Yes,Yes,Yes,4962,1,No,Smooth Process,226,-46,23.0,222,204,True,0.4,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
T Nagar,Corporate,English,Ford,Aspire,2019,6,Electric,Manual,96298,Expired,Expired,Minor,T Nagar,7,94088,1319,104088,121,Yes,Yes,Denied,No,Madison,No,87,Call back later,OFF611,10% OFF Labour,07-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,14990,4,No,Delayed Pickup,115,-142,0.0,24,16,True,0.0,1,1,Critical,"Dear Corporate Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 121 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Velachery,Retail,Tamil,Ford,Aspire,2017,8,Electric,Automatic,60012,Expired,Expired,Major,Velachery,10,55171,619,65171,298,Yes,Yes,Positive,Yes,Kevin,Yes,38,Already serviced,OFF206,Engine Oil Discount,23-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,7414,3,Yes,Poor Service,360,-180,84.0,268,31,True,-0.4,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 298 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Velachery,Retail,English,Toyota,Yaris,2021,4,Electric,Automatic,16967,Expired,Expired,Major,Velachery,2,15766,346,25766,180,No,No,Busy,No,Victoria,No,126,Already serviced,OFF280,15% OFF AMC,31-07-2025,No,No,No,No,No,No,No,No,No,13084,3,No,Poor Service,139,41,0.0,138,-100,False,-0.4,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Velachery,Corporate,Tamil,Toyota,Innova,2015,10,Electric,Manual,109973,Expired,Active,Minor,Velachery,2,108330,909,118330,180,Yes,Yes,Positive,Yes,Courtney,Yes,239,Already serviced,OFF805,Engine Oil Discount,11-08-2025,No,No,No,No,No,No,Yes,No,Yes,10260,5,No,Poor Service,230,68,84.0,226,114,False,-0.4,1,1,Critical,"Dear Corporate Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
OMR,Corporate,Hindi,Ford,EcoSport,2021,4,Petrol,Manual,33908,Expired,Active,Major,OMR,8,30378,692,40378,180,No,No,Denied,Yes,Michelle,No,39,Call back later,OFF150,10% OFF Labour,30-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,14841,3,No,Delayed Pickup,335,-155,84.0,334,173,True,0.0,1,1,Critical,"Dear Corporate Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
T Nagar,Retail,English,Ford,EcoSport,2015,10,Diesel,Automatic,75358,Expired,Active,Major,T Nagar,4,71947,623,81947,35,No,No,Denied,No,Kimberly,No,70,Booked,OFF350,15% OFF AMC,01-08-2025,Yes,No,No,Yes,No,No,Yes,No,Yes,11153,3,Yes,Poor Service,173,-52,0.0,84,31,True,-0.4,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 35 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Velachery,Fleet,Hindi,Honda,City,2016,9,Diesel,Manual,94896,Expired,Active,Major,Velachery,9,91007,871,101007,180,No,No,Denied,No,Martha,No,154,Already serviced,OFF664,Free Wash,17-08-2025,No,No,No,No,No,No,Yes,Yes,Yes,13787,3,No,Unresponsive,216,-36,0.0,214,37,True,0.0,1,1,Critical,"Dear Fleet Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Velachery,Corporate,Tamil,Honda,City,2016,9,Electric,Manual,87018,Expired,Active,Minor,Velachery,1,85647,798,95647,326,Yes,No,No Response,No,Daniel,No,112,Call back later,OFF617,10% OFF Labour,01-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,7861,4,Yes,Poor Service,59,120,0.0,-63,-8,False,-0.4,1,1,Critical,"Dear Corporate Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 326 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
OMR,Fleet,Tamil,Ford,EcoSport,2017,8,Petrol,Automatic,75546,Expired,Active,Minor,OMR,3,71624,779,81624,64,No,No,Denied,Yes,John,No,293,Call back later,OFF435,15% OFF AMC,13-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,13751,4,No,Satisfied,174,-83,204.0,146,34,True,0.5,1,1,Medium Priority,"Dear Fleet Customer,

Keep your vehicle in optimal condition with your upcoming service.
Service is due in 64 days.

Best regards,
AutoMoto AI Service Team","['Email', 'SMS']"
T Nagar,Retail,Tamil,Ford,Aspire,2022,3,Electric,Manual,25036,Active,Expired,Major,T Nagar,10,20274,677,30274,180,Yes,Yes,No Response,No,Marcus,No,88,Already serviced,OFF362,15% OFF AMC,03-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,11539,2,No,Unresponsive,139,41,0.0,137,173,False,0.0,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Anna Nagar,Retail,English,Honda,Amaze,2019,6,Diesel,Automatic,66841,Expired,Active,Major,Anna Nagar,6,62769,916,72769,180,Yes,Yes,Denied,Yes,Sylvia,No,144,Call back later,OFF316,10% OFF Labour,10-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,11335,2,Yes,Smooth Process,290,97,10.0,289,12,False,0.4,1,1,Critical,"Dear Retail Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
OMR,Corporate,English,Ford,Aspire,2020,5,Petrol,Automatic,107260,Expired,Active,Major,OMR,8,102487,1758,112487,180,Yes,No,Denied,No,Christina,No,243,Not interested,OFF217,Engine Oil Discount,09-08-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,10947,3,No,Delayed Pickup,95,85,0.0,91,53,False,0.0,1,1,Critical,"Dear Corporate Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Anna Nagar,Fleet,English,Hyundai,i10,2021,4,Diesel,Automatic,74776,Expired,Expired,Major,Anna Nagar,10,70526,1526,80526,180,No,Yes,Busy,No,Gary,No,244,Already serviced,OFF651,Engine Oil Discount,11-08-2025,Yes,No,No,Yes,No,No,No,No,No,9100,3,No,Poor Service,340,-160,0.0,338,14,True,-0.4,1,1,Critical,"Dear Fleet Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
Anna Nagar,Fleet,English,Maruti,Baleno,2017,8,Petrol,Manual,94840,Expired,Expired,Major,Anna Nagar,9,91878,978,101878,180,Yes,Yes,No Response,No,Jennifer,No,100,Already serviced,OFF304,Free Wash,24-07-2025,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,10391,1,Yes,Delayed Pickup,99,81,0.0,97,53,False,0.0,1,1,Critical,"Dear Fleet Customer,

We sincerely apologize for any inconvenience. Your next service will be prioritized with a 15% discount.
Service is due in 180 days.

Best regards,
AutoMoto AI Service Team","['Phone', 'WhatsApp', 'Email']"
