location,customer_type,make,model,year_of_purchase,customer_feedback,feedback_score,next_service_due_days,customer_segment,tailored_message,comms_protocol,telecaller_name
Anna Nagar,Fleet,Honda,City,2018,Poor Service,4,446,Critical,"Dear Fleet Customer,

We sincerely apologize for your recent unsatisfactory experience. Our team lead will personally oversee your next service to ensure complete satisfaction. Your Honda City is due for service in 446 days.
This service will include comprehensive checks to maintain optimal performance.

As our apology, we're offering you a complimentary 15% discount on this service. Our service manager will contact you personally to schedule.

We value your business and are committed to making things right.

Best regards,
Your Service Team","{'channels': ['Phone', 'WhatsApp', 'Email'], 'follow_up': 'Manager call within 24h', 'escalation': 'Service supervisor'}",Alexander
T Nagar,Retail,Ford,Aspire,2021,Unresponsive,4,180,Critical,"Dear Retail Customer,

We sincerely apologize for your recent unsatisfactory experience. Our team lead will personally oversee your next service to ensure complete satisfaction. Your Ford Aspire is due for service in 180 days.
This service will include comprehensive checks to maintain optimal performance.

As our apology, we're offering you a complimentary 15% discount on this service. Our service manager will contact you personally to schedule.

We value your business and are committed to making things right.

Best regards,
Your Service Team","{'channels': ['Phone', 'WhatsApp', 'Email'], 'follow_up': 'Manager call within 24h', 'escalation': 'Service supervisor'}",Kelly
OMR,Corporate,Ford,EcoSport,2022,Delayed Pickup,3,180,Medium Priority,"Dear Corporate Customer,

We hope you're enjoying your vehicle. Your Ford EcoSport is due for service in 180 days.
This service will include comprehensive checks to maintain optimal performance.

Special offer: Free Wash (Code: OFF198).

We appreciate your trust in our services.

Best regards,
Your Service Team","{'channels': ['Email', 'SMS'], 'follow_up': 'Automated reminder', 'escalation': 'Standard process'}",Chad
T Nagar,Retail,Ford,Figo,2021,Satisfied,2,180,Critical,"Dear Retail Customer,

We sincerely apologize for your recent unsatisfactory experience. Our team lead will personally oversee your next service to ensure complete satisfaction. Your Ford Figo is due for service in 180 days.
This service will include comprehensive checks to maintain optimal performance.

As our apology, we're offering you a complimentary 15% discount on this service. Our service manager will contact you personally to schedule.

We value your business and are committed to making things right.

Best regards,
Your Service Team","{'channels': ['Phone', 'WhatsApp', 'Email'], 'follow_up': 'Manager call within 24h', 'escalation': 'Service supervisor'}",Anthony
Velachery,Retail,Ford,Figo,2021,Satisfied,2,-54,Critical,"Dear Retail Customer,

We sincerely apologize for your recent unsatisfactory experience. Our team lead will personally oversee your next service to ensure complete satisfaction. Your Ford Figo is due for service in -54 days.
Our records show your last service was a major one - this will be a routine maintenance.

As our apology, we're offering you a complimentary 15% discount on this service. Our service manager will contact you personally to schedule.

We value your business and are committed to making things right.

Best regards,
Your Service Team","{'channels': ['Phone', 'WhatsApp', 'Email'], 'follow_up': 'Manager call within 24h', 'escalation': 'Service supervisor'}",Michelle
Anna Nagar,Retail,Hyundai,i20,2017,Average,2,180,Critical,"Dear Retail Customer,

We sincerely apologize for your recent unsatisfactory experience. Our team lead will personally oversee your next service to ensure complete satisfaction. Your Hyundai i20 is due for service in 180 days.
Our records show your last service was a major one - this will be a routine maintenance.

As our apology, we're offering you a complimentary 15% discount on this service. Our service manager will contact you personally to schedule.

We value your business and are committed to making things right.

Best regards,
Your Service Team","{'channels': ['Phone', 'WhatsApp', 'Email'], 'follow_up': 'Manager call within 24h', 'escalation': 'Service supervisor'}",Meghan
Velachery,Retail,Toyota,Yaris,2021,Delayed Pickup,4,180,Medium Priority,"Dear Retail Customer,

We hope you're enjoying your vehicle. Your Toyota Yaris is due for service in 180 days.
Our records show your last service was a major one - this will be a routine maintenance.

Special offer: 15% OFF AMC (Code: OFF280).

We appreciate your trust in our services.

Best regards,
Your Service Team","{'channels': ['Email', 'SMS'], 'follow_up': 'Automated reminder', 'escalation': 'Standard process'}",Victoria
Anna Nagar,Corporate,Maruti,Baleno,2015,Poor Service,3,180,Critical,"Dear Corporate Customer,

We sincerely apologize for your recent unsatisfactory experience. Our team lead will personally oversee your next service to ensure complete satisfaction. Your Maruti Baleno is due for service in 180 days.
This service will include comprehensive checks to maintain optimal performance.

As our apology, we're offering you a complimentary 15% discount on this service. Our service manager will contact you personally to schedule.

We value your business and are committed to making things right.

Best regards,
Your Service Team","{'channels': ['Phone', 'WhatsApp', 'Email'], 'follow_up': 'Manager call within 24h', 'escalation': 'Service supervisor'}",Erica
Anna Nagar,Retail,Ford,Figo,2020,Smooth Process,2,210,Critical,"Dear Retail Customer,

We sincerely apologize for your recent unsatisfactory experience. Our team lead will personally oversee your next service to ensure complete satisfaction. Your Ford Figo is due for service in 210 days.
This service will include comprehensive checks to maintain optimal performance.

As our apology, we're offering you a complimentary 15% discount on this service. Our service manager will contact you personally to schedule.

We value your business and are committed to making things right.

Best regards,
Your Service Team","{'channels': ['Phone', 'WhatsApp', 'Email'], 'follow_up': 'Manager call within 24h', 'escalation': 'Service supervisor'}",Marie
T Nagar,Retail,Maruti,Swift,2018,Smooth Process,2,180,Critical,"Dear Retail Customer,

We sincerely apologize for your recent unsatisfactory experience. Our team lead will personally oversee your next service to ensure complete satisfaction. Your Maruti Swift is due for service in 180 days.
Our records show your last service was a major one - this will be a routine maintenance.

As our apology, we're offering you a complimentary 15% discount on this service. Our service manager will contact you personally to schedule.

We value your business and are committed to making things right.

Best regards,
Your Service Team","{'channels': ['Phone', 'WhatsApp', 'Email'], 'follow_up': 'Manager call within 24h', 'escalation': 'Service supervisor'}",Sara
OMR,Retail,Hyundai,Creta,2021,Unresponsive,3,180,Critical,"Dear Retail Customer,

We sincerely apologize for your recent unsatisfactory experience. Our team lead will personally oversee your next service to ensure complete satisfaction. Your Hyundai Creta is due for service in 180 days.
This service will include comprehensive checks to maintain optimal performance.

As our apology, we're offering you a complimentary 15% discount on this service. Our service manager will contact you personally to schedule.

We value your business and are committed to making things right.

Best regards,
Your Service Team","{'channels': ['Phone', 'WhatsApp', 'Email'], 'follow_up': 'Manager call within 24h', 'escalation': 'Service supervisor'}",Angela
OMR,Corporate,Ford,EcoSport,2021,Delayed Pickup,5,180,Medium Priority,"Dear Corporate Customer,

We hope you're enjoying your vehicle. Your Ford EcoSport is due for service in 180 days.
This service will include comprehensive checks to maintain optimal performance.

Special offer: 15% OFF AMC (Code: OFF807).

We appreciate your trust in our services.

Best regards,
Your Service Team","{'channels': ['Email', 'SMS'], 'follow_up': 'Automated reminder', 'escalation': 'Standard process'}",Kimberly
Anna Nagar,Corporate,Toyota,Etios,2019,Delayed Pickup,4,180,Medium Priority,"Dear Corporate Customer,

We hope you're enjoying your vehicle. Your Toyota Etios is due for service in 180 days.
This service will include comprehensive checks to maintain optimal performance.

Special offer: Engine Oil Discount (Code: OFF681).

We appreciate your trust in our services.

Best regards,
Your Service Team","{'channels': ['Email', 'SMS'], 'follow_up': 'Automated reminder', 'escalation': 'Standard process'}",Patty
OMR,Corporate,Ford,Aspire,2020,Poor Service,4,180,Critical,"Dear Corporate Customer,

We sincerely apologize for your recent unsatisfactory experience. Our team lead will personally oversee your next service to ensure complete satisfaction. Your Ford Aspire is due for service in 180 days.
Our records show your last service was a major one - this will be a routine maintenance.

As our apology, we're offering you a complimentary 15% discount on this service. Our service manager will contact you personally to schedule.

We value your business and are committed to making things right.

Best regards,
Your Service Team","{'channels': ['Phone', 'WhatsApp', 'Email'], 'follow_up': 'Manager call within 24h', 'escalation': 'Service supervisor'}",Christina
OMR,Corporate,Ford,EcoSport,2020,Poor Service,1,180,Critical,"Dear Corporate Customer,

We sincerely apologize for your recent unsatisfactory experience. Our team lead will personally oversee your next service to ensure complete satisfaction. Your Ford EcoSport is due for service in 180 days.
Our records show your last service was a major one - this will be a routine maintenance.

As our apology, we're offering you a complimentary 15% discount on this service. Our service manager will contact you personally to schedule.

We value your business and are committed to making things right.

Best regards,
Your Service Team","{'channels': ['Phone', 'WhatsApp', 'Email'], 'follow_up': 'Manager call within 24h', 'escalation': 'Service supervisor'}",Scott
Velachery,Corporate,Toyota,Etios,2021,Delayed Pickup,3,180,Medium Priority,"Dear Corporate Customer,

We hope you're enjoying your vehicle. Your Toyota Etios is due for service in 180 days.
Our records show your last service was a major one - this will be a routine maintenance.

Special offer: 10% OFF Labour (Code: OFF116).

We appreciate your trust in our services.

Best regards,
Your Service Team","{'channels': ['Email', 'SMS'], 'follow_up': 'Automated reminder', 'escalation': 'Standard process'}",Mikayla
Anna Nagar,Corporate,Hyundai,i10,2016,Delayed Pickup,4,180,Medium Priority,"Dear Corporate Customer,

We hope you're enjoying your vehicle. Your Hyundai i10 is due for service in 180 days.
This service will include comprehensive checks to maintain optimal performance.

Special offer: Free Wash (Code: OFF280).

We appreciate your trust in our services.

Best regards,
Your Service Team","{'channels': ['Email', 'SMS'], 'follow_up': 'Automated reminder', 'escalation': 'Standard process'}",Lisa
T Nagar,Corporate,Honda,Amaze,2018,Poor Service,5,180,Critical,"Dear Corporate Customer,

We sincerely apologize for your recent unsatisfactory experience. Our team lead will personally oversee your next service to ensure complete satisfaction. Your Honda Amaze is due for service in 180 days.
This service will include comprehensive checks to maintain optimal performance.

As our apology, we're offering you a complimentary 15% discount on this service. Our service manager will contact you personally to schedule.

We value your business and are committed to making things right.

Best regards,
Your Service Team","{'channels': ['Phone', 'WhatsApp', 'Email'], 'follow_up': 'Manager call within 24h', 'escalation': 'Service supervisor'}",Jennifer
T Nagar,Corporate,Honda,Jazz,2021,Delayed Pickup,2,180,Critical,"Dear Corporate Customer,

We sincerely apologize for your recent unsatisfactory experience. Our team lead will personally oversee your next service to ensure complete satisfaction. Your Honda Jazz is due for service in 180 days.
This service will include comprehensive checks to maintain optimal performance.

As our apology, we're offering you a complimentary 15% discount on this service. Our service manager will contact you personally to schedule.

We value your business and are committed to making things right.

Best regards,
Your Service Team","{'channels': ['Phone', 'WhatsApp', 'Email'], 'follow_up': 'Manager call within 24h', 'escalation': 'Service supervisor'}",Elizabeth
OMR,Retail,Hyundai,i10,2017,Poor Service,5,180,Critical,"Dear Retail Customer,

We sincerely apologize for your recent unsatisfactory experience. Our team lead will personally oversee your next service to ensure complete satisfaction. Your Hyundai i10 is due for service in 180 days.
This service will include comprehensive checks to maintain optimal performance.

As our apology, we're offering you a complimentary 15% discount on this service. Our service manager will contact you personally to schedule.

We value your business and are committed to making things right.

Best regards,
Your Service Team","{'channels': ['Phone', 'WhatsApp', 'Email'], 'follow_up': 'Manager call within 24h', 'escalation': 'Service supervisor'}",Jesse
T Nagar,Fleet,Maruti,Baleno,2018,Smooth Process,2,356,Critical,"Dear Fleet Customer,

We sincerely apologize for your recent unsatisfactory experience. Our team lead will personally oversee your next service to ensure complete satisfaction. Your Maruti Baleno is due for service in 356 days.
This service will include comprehensive checks to maintain optimal performance.

As our apology, we're offering you a complimentary 15% discount on this service. Our service manager will contact you personally to schedule.

We value your business and are committed to making things right.

Best regards,
Your Service Team","{'channels': ['Phone', 'WhatsApp', 'Email'], 'follow_up': 'Manager call within 24h', 'escalation': 'Service supervisor'}",Miranda
Anna Nagar,Fleet,Honda,Jazz,2021,Satisfied,1,239,Critical,"Dear Fleet Customer,

We sincerely apologize for your recent unsatisfactory experience. Our team lead will personally oversee your next service to ensure complete satisfaction. Your Honda Jazz is due for service in 239 days.
This service will include comprehensive checks to maintain optimal performance.

As our apology, we're offering you a complimentary 15% discount on this service. Our service manager will contact you personally to schedule.

We value your business and are committed to making things right.

Best regards,
Your Service Team","{'channels': ['Phone', 'WhatsApp', 'Email'], 'follow_up': 'Manager call within 24h', 'escalation': 'Service supervisor'}",Kenneth
T Nagar,Fleet,Hyundai,Creta,2016,Poor Service,3,356,Critical,"Dear Fleet Customer,

We sincerely apologize for your recent unsatisfactory experience. Our team lead will personally oversee your next service to ensure complete satisfaction. Your Hyundai Creta is due for service in 356 days.
Our records show your last service was a major one - this will be a routine maintenance.

As our apology, we're offering you a complimentary 15% discount on this service. Our service manager will contact you personally to schedule.

We value your business and are committed to making things right.

Best regards,
Your Service Team","{'channels': ['Phone', 'WhatsApp', 'Email'], 'follow_up': 'Manager call within 24h', 'escalation': 'Service supervisor'}",Sarah
T Nagar,Retail,Maruti,Swift,2018,Smooth Process,1,180,Critical,"Dear Retail Customer,

We sincerely apologize for your recent unsatisfactory experience. Our team lead will personally oversee your next service to ensure complete satisfaction. Your Maruti Swift is due for service in 180 days.
Our records show your last service was a major one - this will be a routine maintenance.

As our apology, we're offering you a complimentary 15% discount on this service. Our service manager will contact you personally to schedule.

We value your business and are committed to making things right.

Best regards,
Your Service Team","{'channels': ['Phone', 'WhatsApp', 'Email'], 'follow_up': 'Manager call within 24h', 'escalation': 'Service supervisor'}",Sara
T Nagar,Corporate,Ford,Aspire,2019,Delayed Pickup,4,121,Medium Priority,"Dear Corporate Customer,

We hope you're enjoying your vehicle. Your Ford Aspire is due for service in 121 days.
This service will include comprehensive checks to maintain optimal performance.

Special offer: 10% OFF Labour (Code: OFF611).

We appreciate your trust in our services.

Best regards,
Your Service Team","{'channels': ['Email', 'SMS'], 'follow_up': 'Automated reminder', 'escalation': 'Standard process'}",Madison
Velachery,Retail,Ford,Aspire,2017,Poor Service,3,298,Critical,"Dear Retail Customer,

We sincerely apologize for your recent unsatisfactory experience. Our team lead will personally oversee your next service to ensure complete satisfaction. Your Ford Aspire is due for service in 298 days.
Our records show your last service was a major one - this will be a routine maintenance.

As our apology, we're offering you a complimentary 15% discount on this service. Our service manager will contact you personally to schedule.

We value your business and are committed to making things right.

Best regards,
Your Service Team","{'channels': ['Phone', 'WhatsApp', 'Email'], 'follow_up': 'Manager call within 24h', 'escalation': 'Service supervisor'}",Kevin
Velachery,Retail,Toyota,Yaris,2021,Poor Service,3,180,Critical,"Dear Retail Customer,

We sincerely apologize for your recent unsatisfactory experience. Our team lead will personally oversee your next service to ensure complete satisfaction. Your Toyota Yaris is due for service in 180 days.
Our records show your last service was a major one - this will be a routine maintenance.

As our apology, we're offering you a complimentary 15% discount on this service. Our service manager will contact you personally to schedule.

We value your business and are committed to making things right.

Best regards,
Your Service Team","{'channels': ['Phone', 'WhatsApp', 'Email'], 'follow_up': 'Manager call within 24h', 'escalation': 'Service supervisor'}",Victoria
Velachery,Corporate,Toyota,Innova,2015,Poor Service,5,180,Critical,"Dear Corporate Customer,

We sincerely apologize for your recent unsatisfactory experience. Our team lead will personally oversee your next service to ensure complete satisfaction. Your Toyota Innova is due for service in 180 days.
This service will include comprehensive checks to maintain optimal performance.

As our apology, we're offering you a complimentary 15% discount on this service. Our service manager will contact you personally to schedule.

We value your business and are committed to making things right.

Best regards,
Your Service Team","{'channels': ['Phone', 'WhatsApp', 'Email'], 'follow_up': 'Manager call within 24h', 'escalation': 'Service supervisor'}",Courtney
OMR,Corporate,Ford,EcoSport,2021,Delayed Pickup,3,180,Medium Priority,"Dear Corporate Customer,

We hope you're enjoying your vehicle. Your Ford EcoSport is due for service in 180 days.
Our records show your last service was a major one - this will be a routine maintenance.

Special offer: 10% OFF Labour (Code: OFF150).

We appreciate your trust in our services.

Best regards,
Your Service Team","{'channels': ['Email', 'SMS'], 'follow_up': 'Automated reminder', 'escalation': 'Standard process'}",Michelle
T Nagar,Retail,Ford,EcoSport,2015,Poor Service,3,35,Critical,"Dear Retail Customer,

We sincerely apologize for your recent unsatisfactory experience. Our team lead will personally oversee your next service to ensure complete satisfaction. Your Ford EcoSport is due for service in 35 days.
Our records show your last service was a major one - this will be a routine maintenance.

As our apology, we're offering you a complimentary 15% discount on this service. Our service manager will contact you personally to schedule.

We value your business and are committed to making things right.

Best regards,
Your Service Team","{'channels': ['Phone', 'WhatsApp', 'Email'], 'follow_up': 'Manager call within 24h', 'escalation': 'Service supervisor'}",Kimberly
Velachery,Fleet,Honda,City,2016,Unresponsive,3,180,Critical,"Dear Fleet Customer,

We sincerely apologize for your recent unsatisfactory experience. Our team lead will personally oversee your next service to ensure complete satisfaction. Your Honda City is due for service in 180 days.
Our records show your last service was a major one - this will be a routine maintenance.

As our apology, we're offering you a complimentary 15% discount on this service. Our service manager will contact you personally to schedule.

We value your business and are committed to making things right.

Best regards,
Your Service Team","{'channels': ['Phone', 'WhatsApp', 'Email'], 'follow_up': 'Manager call within 24h', 'escalation': 'Service supervisor'}",Martha
Velachery,Corporate,Honda,City,2016,Poor Service,4,326,Critical,"Dear Corporate Customer,

We sincerely apologize for your recent unsatisfactory experience. Our team lead will personally oversee your next service to ensure complete satisfaction. Your Honda City is due for service in 326 days.
This service will include comprehensive checks to maintain optimal performance.

As our apology, we're offering you a complimentary 15% discount on this service. Our service manager will contact you personally to schedule.

We value your business and are committed to making things right.

Best regards,
Your Service Team","{'channels': ['Phone', 'WhatsApp', 'Email'], 'follow_up': 'Manager call within 24h', 'escalation': 'Service supervisor'}",Daniel
OMR,Fleet,Ford,EcoSport,2017,Satisfied,4,64,Medium Priority,"Dear Fleet Customer,

We hope you're enjoying your vehicle. Your Ford EcoSport is due for service in 64 days.
This service will include comprehensive checks to maintain optimal performance.

Special offer: 15% OFF AMC (Code: OFF435).

We appreciate your trust in our services.

Best regards,
Your Service Team","{'channels': ['Email', 'SMS'], 'follow_up': 'Automated reminder', 'escalation': 'Standard process'}",John
T Nagar,Retail,Ford,Aspire,2022,Unresponsive,2,180,Critical,"Dear Retail Customer,

We sincerely apologize for your recent unsatisfactory experience. Our team lead will personally oversee your next service to ensure complete satisfaction. Your Ford Aspire is due for service in 180 days.
Our records show your last service was a major one - this will be a routine maintenance.

As our apology, we're offering you a complimentary 15% discount on this service. Our service manager will contact you personally to schedule.

We value your business and are committed to making things right.

Best regards,
Your Service Team","{'channels': ['Phone', 'WhatsApp', 'Email'], 'follow_up': 'Manager call within 24h', 'escalation': 'Service supervisor'}",Marcus
Anna Nagar,Retail,Honda,Amaze,2019,Smooth Process,2,180,Critical,"Dear Retail Customer,

We sincerely apologize for your recent unsatisfactory experience. Our team lead will personally oversee your next service to ensure complete satisfaction. Your Honda Amaze is due for service in 180 days.
Our records show your last service was a major one - this will be a routine maintenance.

As our apology, we're offering you a complimentary 15% discount on this service. Our service manager will contact you personally to schedule.

We value your business and are committed to making things right.

Best regards,
Your Service Team","{'channels': ['Phone', 'WhatsApp', 'Email'], 'follow_up': 'Manager call within 24h', 'escalation': 'Service supervisor'}",Sylvia
OMR,Corporate,Ford,Aspire,2020,Delayed Pickup,3,180,Medium Priority,"Dear Corporate Customer,

We hope you're enjoying your vehicle. Your Ford Aspire is due for service in 180 days.
Our records show your last service was a major one - this will be a routine maintenance.

Special offer: Engine Oil Discount (Code: OFF217).

We appreciate your trust in our services.

Best regards,
Your Service Team","{'channels': ['Email', 'SMS'], 'follow_up': 'Automated reminder', 'escalation': 'Standard process'}",Christina
Anna Nagar,Fleet,Hyundai,i10,2021,Poor Service,3,180,Critical,"Dear Fleet Customer,

We sincerely apologize for your recent unsatisfactory experience. Our team lead will personally oversee your next service to ensure complete satisfaction. Your Hyundai i10 is due for service in 180 days.
Our records show your last service was a major one - this will be a routine maintenance.

As our apology, we're offering you a complimentary 15% discount on this service. Our service manager will contact you personally to schedule.

We value your business and are committed to making things right.

Best regards,
Your Service Team","{'channels': ['Phone', 'WhatsApp', 'Email'], 'follow_up': 'Manager call within 24h', 'escalation': 'Service supervisor'}",Gary
Anna Nagar,Fleet,Maruti,Baleno,2017,Delayed Pickup,1,180,Critical,"Dear Fleet Customer,

We sincerely apologize for your recent unsatisfactory experience. Our team lead will personally oversee your next service to ensure complete satisfaction. Your Maruti Baleno is due for service in 180 days.
Our records show your last service was a major one - this will be a routine maintenance.

As our apology, we're offering you a complimentary 15% discount on this service. Our service manager will contact you personally to schedule.

We value your business and are committed to making things right.

Best regards,
Your Service Team","{'channels': ['Phone', 'WhatsApp', 'Email'], 'follow_up': 'Manager call within 24h', 'escalation': 'Service supervisor'}",Jennifer
OMR,Corporate,Ford,Figo,2022,Unresponsive,4,180,Critical,"Dear Corporate Customer,

We sincerely apologize for your recent unsatisfactory experience. Our team lead will personally oversee your next service to ensure complete satisfaction. Your Ford Figo is due for service in 180 days.
Our records show your last service was a major one - this will be a routine maintenance.

As our apology, we're offering you a complimentary 15% discount on this service. Our service manager will contact you personally to schedule.

We value your business and are committed to making things right.

Best regards,
Your Service Team","{'channels': ['Phone', 'WhatsApp', 'Email'], 'follow_up': 'Manager call within 24h', 'escalation': 'Service supervisor'}",Carla
T Nagar,Fleet,Ford,Aspire,2018,Delayed Pickup,3,180,Medium Priority,"Dear Fleet Customer,

We hope you're enjoying your vehicle. Your Ford Aspire is due for service in 180 days.
This service will include comprehensive checks to maintain optimal performance.

Special offer: Engine Oil Discount (Code: OFF401).

We appreciate your trust in our services.

Best regards,
Your Service Team","{'channels': ['Email', 'SMS'], 'follow_up': 'Automated reminder', 'escalation': 'Standard process'}",Marc
T Nagar,Retail,Maruti,Swift,2018,Unresponsive,3,180,Critical,"Dear Retail Customer,

We sincerely apologize for your recent unsatisfactory experience. Our team lead will personally oversee your next service to ensure complete satisfaction. Your Maruti Swift is due for service in 180 days.
Our records show your last service was a major one - this will be a routine maintenance.

As our apology, we're offering you a complimentary 15% discount on this service. Our service manager will contact you personally to schedule.

We value your business and are committed to making things right.

Best regards,
Your Service Team","{'channels': ['Phone', 'WhatsApp', 'Email'], 'follow_up': 'Manager call within 24h', 'escalation': 'Service supervisor'}",Sara
Velachery,Retail,Hyundai,i10,2017,Poor Service,5,180,Critical,"Dear Retail Customer,

We sincerely apologize for your recent unsatisfactory experience. Our team lead will personally oversee your next service to ensure complete satisfaction. Your Hyundai i10 is due for service in 180 days.
Our records show your last service was a major one - this will be a routine maintenance.

As our apology, we're offering you a complimentary 15% discount on this service. Our service manager will contact you personally to schedule.

We value your business and are committed to making things right.

Best regards,
Your Service Team","{'channels': ['Phone', 'WhatsApp', 'Email'], 'follow_up': 'Manager call within 24h', 'escalation': 'Service supervisor'}",Sherry
Velachery,Corporate,Hyundai,Creta,2021,Smooth Process,1,61,Critical,"Dear Corporate Customer,

We sincerely apologize for your recent unsatisfactory experience. Our team lead will personally oversee your next service to ensure complete satisfaction. Your Hyundai Creta is due for service in 61 days.
Our records show your last service was a major one - this will be a routine maintenance.

As our apology, we're offering you a complimentary 15% discount on this service. Our service manager will contact you personally to schedule.

We value your business and are committed to making things right.

Best regards,
Your Service Team","{'channels': ['Phone', 'WhatsApp', 'Email'], 'follow_up': 'Manager call within 24h', 'escalation': 'Service supervisor'}",Katie
Velachery,Fleet,Toyota,Innova,2019,Delayed Pickup,5,180,Medium Priority,"Dear Fleet Customer,

We hope you're enjoying your vehicle. Your Toyota Innova is due for service in 180 days.
This service will include comprehensive checks to maintain optimal performance.

Special offer: 10% OFF Labour (Code: OFF221).

We appreciate your trust in our services.

Best regards,
Your Service Team","{'channels': ['Email', 'SMS'], 'follow_up': 'Automated reminder', 'escalation': 'Standard process'}",Joyce
Anna Nagar,Corporate,Maruti,Dzire,2018,Delayed Pickup,2,34,Critical,"Dear Corporate Customer,

We sincerely apologize for your recent unsatisfactory experience. Our team lead will personally oversee your next service to ensure complete satisfaction. Your Maruti Dzire is due for service in 34 days.
This service will include comprehensive checks to maintain optimal performance.

As our apology, we're offering you a complimentary 15% discount on this service. Our service manager will contact you personally to schedule.

We value your business and are committed to making things right.

Best regards,
Your Service Team","{'channels': ['Phone', 'WhatsApp', 'Email'], 'follow_up': 'Manager call within 24h', 'escalation': 'Service supervisor'}",Shelly
Anna Nagar,Retail,Honda,Jazz,2019,Unresponsive,3,445,Critical,"Dear Retail Customer,

We sincerely apologize for your recent unsatisfactory experience. Our team lead will personally oversee your next service to ensure complete satisfaction. Your Honda Jazz is due for service in 445 days.
This service will include comprehensive checks to maintain optimal performance.

As our apology, we're offering you a complimentary 15% discount on this service. Our service manager will contact you personally to schedule.

We value your business and are committed to making things right.

Best regards,
Your Service Team","{'channels': ['Phone', 'WhatsApp', 'Email'], 'follow_up': 'Manager call within 24h', 'escalation': 'Service supervisor'}",Jason
Velachery,Corporate,Hyundai,i20,2017,Smooth Process,2,180,Critical,"Dear Corporate Customer,

We sincerely apologize for your recent unsatisfactory experience. Our team lead will personally oversee your next service to ensure complete satisfaction. Your Hyundai i20 is due for service in 180 days.
This service will include comprehensive checks to maintain optimal performance.

As our apology, we're offering you a complimentary 15% discount on this service. Our service manager will contact you personally to schedule.

We value your business and are committed to making things right.

Best regards,
Your Service Team","{'channels': ['Phone', 'WhatsApp', 'Email'], 'follow_up': 'Manager call within 24h', 'escalation': 'Service supervisor'}",Haley
Anna Nagar,Corporate,Ford,Aspire,2017,Poor Service,2,180,Critical,"Dear Corporate Customer,

We sincerely apologize for your recent unsatisfactory experience. Our team lead will personally oversee your next service to ensure complete satisfaction. Your Ford Aspire is due for service in 180 days.
This service will include comprehensive checks to maintain optimal performance.

As our apology, we're offering you a complimentary 15% discount on this service. Our service manager will contact you personally to schedule.

We value your business and are committed to making things right.

Best regards,
Your Service Team","{'channels': ['Phone', 'WhatsApp', 'Email'], 'follow_up': 'Manager call within 24h', 'escalation': 'Service supervisor'}",Sean
Velachery,Fleet,Toyota,Yaris,2017,Delayed Pickup,3,150,Medium Priority,"Dear Fleet Customer,

We hope you're enjoying your vehicle. Your Toyota Yaris is due for service in 150 days.
This service will include comprehensive checks to maintain optimal performance.

Special offer: 10% OFF Labour (Code: OFF947).

We appreciate your trust in our services.

Best regards,
Your Service Team","{'channels': ['Email', 'SMS'], 'follow_up': 'Automated reminder', 'escalation': 'Standard process'}",Jerome
OMR,Retail,Toyota,Etios,2018,Average,1,180,Critical,"Dear Retail Customer,

We sincerely apologize for your recent unsatisfactory experience. Our team lead will personally oversee your next service to ensure complete satisfaction. Your Toyota Etios is due for service in 180 days.
This service will include comprehensive checks to maintain optimal performance.

As our apology, we're offering you a complimentary 15% discount on this service. Our service manager will contact you personally to schedule.

We value your business and are committed to making things right.

Best regards,
Your Service Team","{'channels': ['Phone', 'WhatsApp', 'Email'], 'follow_up': 'Manager call within 24h', 'escalation': 'Service supervisor'}",Lindsey
OMR,Corporate,Toyota,Yaris,2021,Unresponsive,3,180,Critical,"Dear Corporate Customer,

We sincerely apologize for your recent unsatisfactory experience. Our team lead will personally oversee your next service to ensure complete satisfaction. Your Toyota Yaris is due for service in 180 days.
This service will include comprehensive checks to maintain optimal performance.

As our apology, we're offering you a complimentary 15% discount on this service. Our service manager will contact you personally to schedule.

We value your business and are committed to making things right.

Best regards,
Your Service Team","{'channels': ['Phone', 'WhatsApp', 'Email'], 'follow_up': 'Manager call within 24h', 'escalation': 'Service supervisor'}",Rachel
OMR,Corporate,Honda,Jazz,2016,Poor Service,3,475,Critical,"Dear Corporate Customer,

We sincerely apologize for your recent unsatisfactory experience. Our team lead will personally oversee your next service to ensure complete satisfaction. Your Honda Jazz is due for service in 475 days.
Our records show your last service was a major one - this will be a routine maintenance.

As our apology, we're offering you a complimentary 15% discount on this service. Our service manager will contact you personally to schedule.

We value your business and are committed to making things right.

Best regards,
Your Service Team","{'channels': ['Phone', 'WhatsApp', 'Email'], 'follow_up': 'Manager call within 24h', 'escalation': 'Service supervisor'}",Erin
Velachery,Corporate,Toyota,Yaris,2020,Poor Service,4,180,Critical,"Dear Corporate Customer,

We sincerely apologize for your recent unsatisfactory experience. Our team lead will personally oversee your next service to ensure complete satisfaction. Your Toyota Yaris is due for service in 180 days.
Our records show your last service was a major one - this will be a routine maintenance.

As our apology, we're offering you a complimentary 15% discount on this service. Our service manager will contact you personally to schedule.

We value your business and are committed to making things right.

Best regards,
Your Service Team","{'channels': ['Phone', 'WhatsApp', 'Email'], 'follow_up': 'Manager call within 24h', 'escalation': 'Service supervisor'}",Alexander
